CODIGO;PRODUTO;PALLET;LASTRO;CAIXAS;UNIDADES
612;OURO FINO CERVEJA LATA 355ML CAIXA C/24 EXPORTACAO;;;;
614;BRAHMA CHOPP 970ML EXPORTACAO;;;;
616;CARACU LONG NECK 355ML BANDEJA C/24;;;;
617;BRAHMA CHOPP LATA 350ML TWELVE-PACK CARTAO FORMULA INDY;;;;
618;BRAHMA CHOPP LATA 350ML CAIXA C/24 EXPORTACAO;;;;
620;CARACU LONG NECK 355ML SIX-PACK BANDEJA C/4;;;;
621;BRAHMA CHOPP LATA 350ML TWELVE-PACK BANDEJA C/2 FORMULA INDY;;;;
622;BRAHMA CHOPP LATA 350ML TWIN-STACK FORMULA INDY;;;;
624;BRAHMA CHOPP LATA 350ML BANDEJA C/24 FORMULA INDY;;;;
625;MILLER LATA 355ML TWELVE-PACK;;;;
626;MILLER LATA 355ML TWELVE-PACK BANDEJA C/2;;;;
630;SKOL ICE LONG NECK 355ML SIX-PACK BANDEJA C/4;;;;
634;SKOL BOCK LONG NECK 355ML BANDEJA C/24;;;;
636;SKOL BOCK LONG NECK 355ML SIX-PACK BANDEJA C/4;;;;
637;SKOL BOCK LONG NECK 355ML SIX-PACK CAIXA C/4;;;;
638;SKOL BOCK LONG NECK 355ML TWELVE-PACK BANDEJA C/2;;;;
640;SKOL BOCK LN 355 CX C/24;;;;
641;BRAHMA CHOPP LONG NECK 300ML SIX-PACK CAIXA C/4 EXPORTACAO;;;;
642;KAS GUARANA MARACUJA PRB 2L CAIXA C/9;;;;
644;KAS GUARANA MARACUJA LATA 350ML SIX-PACK BANDEJA C/4;;;;
646;KAS GUARANA PESSEGO 1,25L;;;;
648;BRAHMA CHOPP LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
649;BRAHMA CHOPP LONG NECK 300ML BANDEJA C/24;;;;
650;BRAHMA CHOPP LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
651;BRAHMA EXTRA LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
652;BRAHMA EXTRA LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
653;BRAHMA BOCK LATA 350ML PLASTISIX BANDEJA C/4;;;;
656;BRAHMA CHOPP LATA 350ML TWELVE-PACK CARTAO PRE-CAJU;;;;
657;SKOL LATA 350ML PLASTISIX BANDEJA C/4;;;;
658;SKOL LONG NECK 300ML SIX-PACK CAIXA C/4;;;;
659;SKOL LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
660;SKOL LONG NECK 300ML BANDEJA C/24;;;;
661;SKOL LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
662;SKOL BOCK LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
663;SKOL BOCK LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
664;SKOL BOCK LONG NECK 300ML SIX-PACK CAIXA C/4;;;;
665;SKOL BOCK LONG NECK 300ML BANDEJA C/24;;;;
666;SKOL BOCK LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
667;SKOL ICE LATA 350ML PLASTISIX BANDEJA C/4;;;;
668;SKOL ICE LATA 350ML TWIN-STACK BANDEJA C/2;;;;
669;BRAHMA LIGHT LATA 350ML PLASTISIX BANDEJA C/4;;;;
670;BRAHMA LIGHT LATA 350ML BANDEJA C/24;;;;
671;BRAHMA LIGHT LONG NECK 300ML SIX-PACK CAIXA C/4;;;;
672;BRAHMA LIGHT LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
673;BRAHMA LIGHT LONG NECK 300ML BANDEJA C/24;;;;
674;BRAHMA LIGHT LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
675;BRAHMA CHOPP LONG NECK 300ML SIX-PACK CAIXA C/4;;;;
676;BRAHMA BOCK LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
677;SKOL ICE LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
678;SKOL ICE LONG NECK 300ML CAIXA C/24;;;;
679;SKOL ICE LONG NECK 300ML TWELVE-PACK BANDEJA C/2;;;;
680;BRAHMA CHOPP LATA 330ML TWELVE-PACK BANDEJA C/2 EXPORTACAO;;;;
681;BRAHMA CHOPP LATA 330ML TWELVE-PACK EXPORTACAO;;;;
682;BRAHMA BOCK 970ML EXPORTACAO;;;;
683;KAS GUARANA PESSEGO 1L ROLL-ON;;;;
684;BRAHMA GUARANA PET 600ML CAIXA C/12;;;;
685;BRAHMA GUARANA DIET PET 600ML CAIXA C/12;;;;
686;SUKITA PET 600ML CAIXA C/12;;;;
687;SUKITA DIET PET 600ML CAIXA C/12;;;;
688;LIMAO BRAHMA PET 600ML CAIXA C/12;;;;
689;BRAHMA GUARANA PET 600ML CAIXA C/24;;;;
690;BRAHMA GUARANA DIET PET 600ML CAIXA C/24;;;;
691;SUKITA PET 600ML CAIXA C/24;;;;
692;SUKITA DIET PET 600ML CAIXA C/24;;;;
693;LIMAO BRAHMA PET 600ML CAIXA C/24;;;;
694;KAS GUARANA PESSEGO PRB 2L CAIXA C/9;;;;
698;SKOL LATA 350ML PLASTISIX BANDEJA C/4 SKOL ROCK;;;;
699;SKOL LATA 350ML TWELVE-PACK CARTAO SKOL ROCK;;;;
701;SKOL LATA 350ML CAIXA C/24;;;;
702;SKOL LATA 350ML TWELVE-PACK CARTAO SKOL SUPERCROSS;;;;
704;SKOL LATA 350ML TWELVE-PACK BANDEJA C/2 SKOL ROCK;;;;
705;SKOL LATA 350ML TWELVE-PACK BANDEJA C/2 SKOL SUPERCROSS;;;;
706;SKOL LATA 350ML PLASTISIX BANDEJA C/4 SKOL SUPERCROSS;;;;
707;TONICA BRAHMA LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
708;SKOL LATA 350ML BANDEJA C/24;;;;
709;SKOL LATA 500ML BANDEJA C/24;;;;
710;BRAHMA LIGHT LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
711;BRAHMA CHOPP LATA 350ML BANDEJA C/24;;;;
712;BRAHMA LIGHT LATA 350ML TWELVE-PACK CARTAO;;;;
715;BRAHMA BOCK LATA 350ML TWELVE-PACK CARTAO;;;;
716;BRAHMA BOCK LATA 350ML BANDEJA C/24;;;;
718;BRAHMA CHOPP LATA 350ML CAIXA C/24;;;;
720;BRAHMA BOCK LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
721;BRAHMA BOCK LATA 350ML TWELVE-PACK CARTAO EXPORTACAO;;;;
723;BRAHMA BOCK LATA 350ML TWELVE-PACK BANDEJA C/2 EXPORTACAO;;;;
724;BRAHMA BOCK LATA 350ML BANDEJA C/24 EXPORTACAO;;;;
725;BRAHMA CHOPP LATA 350ML TWELVE-PACK CARTAO;;;;
726;BRAHMA CHOPP LATA 250ML PLASTISIX BANDEJA C/4 IPTC;;;;
727;SKOL LATA 350ML TWELVE-PACK CARTAO;;;;
729;BRAHMA LIGHT LATA 350ML TWIN-STACK BANDEJA C/2;;;;
730;BRAHMA CHOPP LATA 350ML PLASTISIX HI-CONE;;;;
732;KAS GUARANA PESSEGO LATA 350ML SIX-PACK BANDEJA C/4;;;;
733;TONICA BRAHMA PET 1L CAIXA C/12;;;;
734;MIRINDA LARANJA PRB 2L CAIXA C/9;;;;
736;MILLER LONG NECK 355ML SIX-PACK CAIXA C/4 EXPORTACAO;;;;
737;MIRINDA LARANJA MIX BAG IN BOX 18L;;;;
738;SKOL BOCK LATA 350ML TWELVE-PACK CARTAO;;;;
739;SKOL BOCK LATA 350ML BANDEJA C/24;;;;
740;SKOL BOCK LATA 350ML PLASTISIX BANDEJA C/4;;;;
741;PREP. LIQ. POMELO BOMBONA 5L KIT C/2 EXPORTACAO;;;;
742;MIRINDA LARANJA LATA 350ML TWELVE-PACK CARTAO;;;;
743;SKOL LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
744;BRAHMA CHOPP LATA 350ML TWELVE-PACK CARTAO EXPORTACAO;;;;
745;SKOL ICE LATA 350ML BANDEJA C/24;;;;
746;SKOL ICE LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
747;SKOL ICE LATA 350ML TWELVE-PACK CARTAO;;;;
748;BRAHMA CHOPP LATA 350ML TWELVE-PACK BANDEJA C/2 EXPORTACAO;;;;
749;MALTE PILSEN BOORTMALT GRANEL;;;;
750;MIRINDA LARANJA LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
751;GUARANA SPORT PET 1L CAIXA C/6;;;;
752;GUARANA SPORT PET 1L CAIXA C/9;;;;
753;MIRINDA LARANJA PET 600ML CAIXA C/12;;;;
754;GUARANA SPORT PET 600ML CAIXA C/12;;;;
755;MIRINDA UVA 1,25L;;;;
756;LARANJA SPORT PET 1L CAIXA C/6;;;;
757;LARANJA SPORT PET 1L CAIXA C/9;;;;
758;MIRINDA UVA 1L ROLL-ON;;;;
759;LARANJA SPORT PET 600ML CAIXA C/12;;;;
760;MIRINDA UVA PRB 2L CAIXA C/9;;;;
761;LIMAO SPORT PET 1L CAIXA C/6;;;;
762;LIMAO SPORT PET 1L CAIXA C/9;;;;
764;LIMAO SPORT PET 600ML CAIXA C/12;;;;
765;MIRINDA UVA LATA 350ML SIX-PACK BANDEJA C/4;;;;
766;GUARANA SPORT ONE WAY 290ML SIX PACK BANDEJA C/4;;;;
767;MIRINDA UVA PET 600ML CAIXA C/24;;;;
768;LARANJA SPORT ONE WAY 290ML SIX PACK BANDEJA C/4;;;;
769;PEPITA GUARANA PET 2L CAIXA C/6;;;;
770;LIMAO SPORT ONE WAY 290ML SIX PACK BANDEJA C/4;;;;
771;PEPITA GUARANA PET 2L CAIXA C/8;;;;
772;PEPSI COLA MIX BAG IN BOX 18L;;;;
774;LIMON BRAHMA LATA 350ML SIX-PACK BANDEJA C/4 EXPORTACAO;;;;
775;DIET PEPSI COLA MIX BAG IN BOX 18L;;;;
777;NARANJA BRAHMA LATA 350ML SIX-PACK BANDEJA C/4 EXPORTACAO;;;;
780;POMELO BRAHMA LATA 350ML SIX-PACK BANDEJA C/4 EXPORTACAO;;;;
782;BRAHMA GUARANA LATA 350ML SIX-PACK BANDEJA C/4 EXPORTACAO;;;;
783;DIET PEPSI COLA BAG IN BOX 5L;;;;
784;SEVEN UP LATA 350ML TWELVE-PACK CARTAO;;;;
788;BRAHMA CHOPP LATA 355ML SIX-PACK BANDEJA C/4 EXPORTACAO;;;;
789;SEVEN UP LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
791;SODA CRISTAL LATA 350ML BANDEJA C/24;;;;
792;SODA CRISTAL LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
793;BRAHMA CHOPP LATA 355ML TWELVE-PACK FINAL DE ANO;;;;
794;MILLER LATA 355ML TWELVE-PACK EXPORTACAO;;;;
795;SODA CRISTAL LATA 350ML CAIXA C/24;;;;
796;SKOL BOCK LATA 350ML CAIXA C/24;;;;
797;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 FINAL DE ANO;;;;
798;CARLSBERG LONG NECK 355ML TWELVE-PACK;;;;
800;TEEM PRB 2L CAIXA C/9;;;;
801;CARLSBERG LATA 355ML TWELVE-PACK;;;;
802;CARLSBERG LATA 355ML TWELVE-PACK BANDEJA C/2;;;;
803;CHOPP SKOL CLARO GRANEL;;;;
804;CHOPP SKOL ESCURO GRANEL;;;;
806;CARLSBERG LONG NECK 355ML BANDEJA C/24;;;;
807;CARLSBERG LONG NECK 355ML SIX-PACK BANDEJA C/4;;;;
808;CARLSBERG LONG NECK 355ML TWELVE-PACK BANDEJA C/2;;;;
809;BRAHMA CHOPP LATA 355ML TWELVE-PACK EXPORTACAO;;;;
810;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 EXPORTACAO;;;;
812;BRAHMA GUARANA LIGHT LATA 350ML CAIXA C/24;;;;
813;CHOPP SKOL CLARO BARRIL ALUMINIO 75L;;;;
814;CHOPP SKOL ESCURO BARRIL ALUMINIO 75L;;;;
815;AGUA FONTI C/GAS PET 2L CAIXA C/6;;;;
816;AGUA FONTI S/GAS PET 2L CAIXA C/6;;;;
817;BRAHMA GUARANA LIGHT LATA 350ML BANDEJA C/24;;;;
818;BRAHMA CHOPP LATA 355ML TWELVE-PACK FORMULA INDY;;;;
819;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 FORMULA INDY;;;;
820;BRAHMA GUARANA LIGHT LATA 350ML TWELVE-PACK CARTAO;;;;
821;BRAHMA CHOPP LATA 355ML TWELVE-PACK BRAHMA RODEIO;;;;
822;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 BRAHMA RODEIO;;;;
823;CHOPP SKOL CLARO BARRIL ALUMINIO 30L;;;;
824;CHOPP SKOL ESCURO BARRIL ALUMINIO 30L;;;;
825;BRAHMA GUARANA LIGHT LATA 350ML SIX-PACK BANDEJA C/4;;;;
826;SKOL LATA 355ML TWELVE-PACK SKOL COUNTRY;;;;
827;CHOPP BRAHMA ESCURO BARRIL KEG 30L;;;;
828;CHOPP BRAHMA CLARO BARRIL KEG 30L;;;;
829;CHOPP SKOL CLARO BARRIL KEG 30L;;;;
830;CHOPP SKOL CLARO BARRIL KEG 50L;;;;
831;CHOPP SKOL ESCURO BARRIL KEG 30L;;;;
832;CHOPP SKOL ESCURO BARRIL KEG 50L;;;;
833;CHOPP SKOL CLARO BARRIL ALUMINIO 50L;;;;
834;CHOPP SKOL ESCURO BARRIL ALUMINIO 50L;;;;
835;SKOL LATA 355ML TWELVE-PACK BANDEJA C/2 SKOL COUNTRY;;;;
836;CARLSBERG LONG NECK 355ML SIX-PACK CAIXA C/4;;;;
837;CHOPP BRAHMA ESCURO BARRIL KEG 50L;;;;
838;CHOPP BRAHMA CLARO BARRIL KEG 50L;;;;
839;CHOPP BRAHMA CLARO BARRIL ALUMINIO 30L;;;;
840;CHOPP BRAHMA CLARO BARRIL ALUMINIO 50L;;;;
841;CHOPP BRAHMA ESCURO BARRIL ALUMINIO 30L;;;;
842;CHOPP BRAHMA ESCURO BARRIL ALUMINIO 50L;;;;
843;CARLSBERG GRANEL;;;;
844;BRAHMA GUARANA LIGHT LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
845;AGUA FONTI C/GAS PET 1L CAIXA C/6;;;;
846;AGUA FONTI C/GAS 330ML;;;;
847;CHOPP BRAHMA ESCURO GRANEL;;;;
848;CHOPP BRAHMA CLARO GRANEL;;;;
849;AGUA FONTI S/GAS PET 1L CAIXA C/6;;;;
850;AGUA FONTI S/GAS PET 510ML CAIXA C/24;;;;
851;AGUA FONTI S/GAS 330ML;;;;
852;MARATHON KIWI PET 473ML CAIXA C/24;;;;
853;AGUA FONTI C/GAS PET 510ML CAIXA C/24;;;;
854;BRAHMA GUARANA PET 2L CAIXA C/8;;;;
855;BRAHMA GUARANA DIET PET 2L CAIXA C/8;;;;
856;SUKITA PET 2L CAIXA C/8;;;;
857;AGUA FONTI S/GAS 330ML CAIXA C/24;;;;
858;CHOPP BRAHMA CLARO BARRIL ALUMINIO 8L;;;;
859;AGUA FONTI C/GAS PET 1L CAIXA C/12;;;;
860;CHOPP BRAHMA CLARO BARRIL KEG 10L;;;;
861;AGUA FONTI S/GAS PET 1L CAIXA C/12;;;;
862;LIMAO BRAHMA PET 2L CAIXA C/8;;;;
863;BRAHMA CHOPP LATA 355ML TWELVE-PACK SAO JOAO;;;;
864;BRAHMA CHOPP LATA 355ML CAIXA C/24 SAO JOAO;;;;
865;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 SAO JOAO;;;;
866;MISTURA DE SAIS PARA AGUA 5F-1 SACO COM SAIS;;;;
867;AGUA FONTI S/GAS PET 510ML CAIXA C/12;;;;
868;CHOPP BRAHMA CLARO BARRIL ALUMINIO 20L;;;;
869;AGUA FONTI C/GAS PET 510ML CAIXA C/12;;;;
870;LIPTON LIMAO 473ML CAIXA C/24;;;;
871;SKOL LATA 355ML TWELVE-PACK SKOL ARAGUAIA;;;;
872;SKOL LATA 355ML TWELVE-PACK BANDEJA C/2 SKOL ARAGUAIA;;;;
873;LIPTON PESSEGO 473ML CAIXA C/24;;;;
874;BRAHMA CHOPP LATA 355ML TWELVE-PACK BRAHMA ARAGUAIA;;;;
875;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 BRAHMA ARAGUAIA   ;;;;
876;BRAHMA GUARANA LIGHT TWISTER 2L CAIXA C/6;;;;
877;BRAHMA CHOPP LATA 355ML TWELVE-PACK BRAHMA TOCANTINS;;;;
878;CHOPP BRAHMA CLARO BARRIL KEG 25L;;;;
879;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 BRAHMA TOCANTINS  ;;;;
880;BRAHMA GUARANA LIGHT TWISTER 600ML CAIXA C/24;;;;
881;BRAHMA CHOPP LATA 355ML TWELVE-PACK BRAHMA CHOPP BARRETOS;;;;
882;AGUA MINERAL FRATELLI VITA S/GAS GARRAFAO CRISTAL 20L;;;;
883;BRAHMA CHOPP 600 CM3 ONE WAY CAIXA C/12 EXPORTACAO;;;;
884;MARATHON KIWI PET 500ML CAIXA C/12;;;;
885;BRAHMA CHOPP LATA 355ML CAIXA C/24 ARGENTINA;;;;
886;MARATHON KIWI PET 500ML CAIXA C/24;;;;
887;MARATHON LIMAO PET 500ML CAIXA C/12;;;;
888;CHOPP BRAHMA CLARO BARRIL KEG 35L;;;;
889;LIPTON LIMAO LATA 350ML BANDEJA C/24;;;;
890;LIPTON LIMAO LATA 350ML CAIXA C/24;;;;
891;LIPTON PESSEGO LATA 350ML BANDEJA C/24;;;;
892;LIPTON PESSEGO LATA 350ML CAIXA C/24;;;;
893;XAROPE SIMPLES GRANEL;;;;
894;MISTURA DE SAIS PARA LIPTON LIMAO SACO COM SAIS;;;;
895;MISTURA DE SAIS PARA LIPTON PESSEGO SACO COM SAIS;;;;
896;MARATHON MELANCIA PET 500ML CAIXA C/12;;;;
897;LIPTON LIMAO TETRA PAK 1L CAIXA C/12;;;;
898;MARATHON TANGERINA PET 500ML CAIXA C/12;;;;
899;LIPTON PESSEGO TETRA PAK 1L CAIXA C/12;;;;
901;BRAHMA CHOPP LATA 355ML TWELVE-PACK CAMALEAO;;;;
905;BRAHMA CHOPP LONG NECK 300ML CAIXA C/24;;;;
906;SKOL LONG NECK 300ML CAIXA C/24;;;;
907;BRAHMA CHOPP LATA 355ML TWELVE-PACK MARAFOLIA;;;;
908;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 MARAFOLIA;;;;
909;PEPSI COLA 284ML;;;;
911;PEPSI COLA PRB 1,5L CAIXA C/12;;;;
913;BRAHMA CHOPP LONG NECK 300ML TWELVE-PACK;;;;
914;SKOL LONG NECK 300ML TWELVE-PACK;;;;
917;BRAHMA CHOPP LATA 355ML BANDEJA C/24 CAMALEAO;;;;
918;PEPSI COLA PET 600ML CAIXA C/24;;;;
919;SKOL ICE LONG NECK 300ML SIX-PACK CAIXA C/4;;;;
920;BRAHMA CHOPP LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
921;SKOL ICE LONG NECK 300ML BANDEJA C/24;;;;
922;BRAHMA BOCK 600ML;;;;
923;SKOL ICE 600ML;;;;
924;BRAHMA BOCK LONG NECK 300ML SIX-PACK CAIXA C/4 EXPORTACAO;;;;
925;BRAHMA BOCK LONG NECK 300ML SIX-PACK BANDEJA C/4;;;;
926;BRAHMA BOCK LONG NECK 300ML CAIXA C/24;;;;
927;BRAHMA BOCK LONG NECK 300ML SIX-PACK CAIXA C/4;;;;
928;BRAHMA BOCK LONG NECK 300ML BANDEJA C/24;;;;
929;BRAHMA BOCK LONG NECK 300ML CAIXA C/24 EXPORTACAO;;;;
930;PEPSI COLA PET 2L CAIXA C/8;;;;
931;PEPSI COLA LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
932;DIET PEPSI COLA 284ML;;;;
933;PEPSI COLA PRB 2L CAIXA C/9;;;;
934;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 CAMALEAO;;;;
935;DIET PEPSI COLA PET 600ML CAIXA C/12;;;;
936;DIET PEPSI COLA PET 2L CAIXA C/8;;;;
937;DIET PEPSI COLA LATA 350ML TWELVE-PACK BANDEJA C/2;;;;
938;DIET PEPSI COLA BAG IN BOX 10 L;;;;
939;BRAHMA CHOPP LATA 355ML TWELVE-PACK CARNATAL;;;;
940;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 CARNATAL;;;;
941;MIRINDA LARANJA BAG IN BOX 10 L;;;;
942;BRAHMA CHOPP LATA 355ML TWELVE-PACK OKTOBERFEST;;;;
943;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 OKTOBERFEST;;;;
944;KAS GUARANA ORIGINAL BAG IN BOX 10 L;;;;
946;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 BH 100 ANOS;;;;
947;SEVEN UP 284ML;;;;
948;DIET SEVEN UP 284ML;;;;
949;TEEM BAG IN BOX 10 L;;;;
950;BRAHMA CHOPP LATA 355ML TWELVE-PACK CARNAVAL;;;;
951;DIET SEVEN UP PET 2L CAIXA C/6;;;;
952;BRAHMA CHOPP LATA 355ML TWELVE-PACK BANDEJA C/2 CARNAVAL;;;;
953;DIET SEVEN UP LATA 350ML BANDEJA C/24;;;;
954;MIRINDA LARANJA 284ML;;;;
955;BRAHMA CHOPP LATA 355ML BANDEJA C/24 CARNAVAL;;;;
956;PEPITA GUARANA PET 600ML CAIXA C/24;;;;
957;MIRINDA LARANJA PET 600ML CAIXA C/24;;;;
959;MIRINDA LARANJA PET 2L CAIXA C/6;;;;
960;CHOPP CARLSBERG CLARO BARRIL KEG 30L;;;;
961;CARACU 200ML;;;;
962;MIRINDA LARANJA LATA 350ML BANDEJA C/24;;;;
963;BRAHMA LIGHT LONG NECK 300ML CAIXA C/24;;;;
965;BRAHMA LIGHT LONG NECK 300ML TWELVE-PACK;;;;
968;BRAHMA EXTRA LONG NECK 300ML TWELVE-PACK;;;;
969;MIRINDA LARANJA LATA 350ML SIX-PACK BANDEJA C/4;;;;
970;MIRINDA UVA 284ML;;;;
971;CARACU 300ML;;;;
972;SKOL 300ML;;;;
973;MALT 90 300ML;;;;
974;MILLER LATA 350ML TWELVE PACK SHRINK;;;;
976;BRAHMA PORTER 300ML;;;;
977;MALZBIER BRAHMA 300ML;;;;
978;BRAHMA CHOPP 300ML;;;;
979;BRAHMA EXTRA 300ML;;;;
980;BRAHMA EXTRA LONG NECK 300ML BANDEJA C/24;;;;
981;SKOL BOCK LONG NECK 300ML CAIXA C/24;;;;
982;SKOL 600ML;;;;
984;SKOL BOCK 600ML;;;;
985;SKOL BOCK LONG NECK 300ML TWELVE-PACK;;;;
986;MALT 90 600ML;;;;
987;MALZBIER BRAHMA 600ML;;;;
988;BRAHMA CHOPP 600ML;;;;
989;BRAHMA EXTRA 600ML;;;;
990;BRAHMA CHOPP 600ML IPTC;;;;
991;CHOPP CARLSBERG CLARO BARRIL KEG 50L;;;;
993;MARATHON PET 473 ML FOUR PACK CX/6;;;;
994;MIRINDA UVA PET 2L CAIXA C/6;;;;
996;LIPTON LIMAO LATA 350ML SIX-PACK BANDEJA C/4;;;;
997;SEVEN UP PET 600ML CAIXA C/24;;;;
998;MIRINDA UVA LATA 350ML BANDEJA C/24;;;;
999;LIPTON PESSEGO LATA 350ML SIX-PACK BANDEJA C/4;;;;
1001;CEVADA BOREMA SACO 50KG 2007 NACIONAL;;;;
1002;GARRAFA AMBAR LN 355 ML VR - 9C;;;;
1004;GARRAFA AMBAR 635 ML VR - 7C;;;;
1011;SKOL LATA 350ML SH C/12 NPAL RODA;;;;
1017;SKOL LATA 350ML SH TRANSP C/12 NPAL;;;;
1028;AGUA OZONIZADA SAN CARLOS S/GAS PET 500ML CX C/20;;;;
1030;ANTARCTICA PILSEN LATA 350ML SH TRANSP C/12 NPAL;;;;
1076;BRAHMA CHOPP LATA 350ML SH TRANSP C/12 NPAL;;;;
1095;SOYA OLEO GIRASSOL GFA PET 900ML CX C/20;;;;
1099;BRAHMA EXTRA LATA 350ML SH TRANSP C/12 NPAL;;;;
1102;BUDWEISER ONE WAY 355ML SIXPACK C/4;;;;
1103;BOHEMIA LATA 350ML SH TRANSP C/12 NPAL;;;;
1105;BUDWEISER LIGHT ONE WAY 355ML SIXPACK C/4;;;;
1106;AGUA OZONIZADA MONTPELLIER S/GAS PET 500ML CX C/20;;;;
1114;GUARANA CHP ANTARCTICA PET 3,3 L SH C/04;;;;
1116;PEPSI COLA PET 3,3 L SH C/04;;;;
1117;SKOL LATA 350ML SH C/18 NPAL RODA;;;;
1118;SKOL LATA 350ML SH FECHADO C/12 NPAL RODA;;;;
1119;SKOL LATA 350ML SH TRANSP C/12 NPAL RODA;;;;
1121;LEFFE RADIEUSE ONE WAY 330ML CX C/24;;;;
1123;HOEGAARDEN GRAND CRU ONE WAY 330ML CX C/24;;;;
1125;HOEGAARDEN FORBIDDEN FRUIT ONE WAY 330ML CX C/24;;;;
1127;BASS PALE ALE ONE WAY 355ML CX24;;;;
1128;SOYA OLEO CANOLA GFA PET 900ML CX C/20;;;;
1129;BRAHMA CHOPP LATA 355ML CAIXA C/24 EXPORTACAO;;;;
1130;CINTRA PILSEN LATA 350ML SH C/12 NPAL;;;;
1132;ZENDA LONG NECK 355ML SIX-PACK;;;;
1135;AGUA M ATTIVA C/GAS PET 1,5L;;;;
1136;AGUA M ATTIVA C/GAS PET 1,5L CAIXA C/6;;;;
1137;ZENDA GARRAFA VIDRO 630ML CX12;;;;
1139;ZENDA GV 1100ML CX12;;;;
1140;BRAHMA CHOPP LATA 350ML SH C/12 NPAL EXPORT. PERU VERANO;;;;
1142;SKOL LATA 350ML SH C/12 NPAL JAMMIL;;;;
1143;SKOL LATA 350ML SH C/12 NPAL CAMALEAO;;;;
1145;SKOL LATA 350ML SH C/12 NPAL ME ABRACA;;;;
1147;SKOL LATA 350ML SH C/12 NPAL SPIRIT;;;;
1149;SKOL LATA 350ML SH C/12 NPAL FESTIVAL SALVADOR;;;;
1151;LEFFE V CUVEE ONE WAY 330ML CX C/24;;;;
1153;LEFFE TRIPLE ONE WAY 330ML CX C/24;;;;
1155;STELLA ARTOIS NOBILIS ONE WAY 750ML CX06;;;;
1157;SKOL LATA 350ML SH C/12 NPAL CARNAVAL PERNAMBUCO;;;;
1159;SKOL LATA 350ML SH C/12 NPAL CARNAVAL SALVADOR;;;;
1162;SKOL 630ML;;;;
1164;SUKITA UVA LATA 350ML SH C/12 NPAL;;;;
1166;SUKITA UVA PET 2L CAIXA C/6;;;;
1168;GUARAH GUARANA ANTARCTICA PET 500ML CAIXA C/12;;;;
1170;GUARAH GUARANA ANTARCTICA PET 1,5L CAIXA C/6;;;;
1172;H2OH LIMAO/MACA C/GAS PET 500ML CAIXA C/12;;;;
1173;H2OH LIMAO/MACA C/GAS PET 500ML CX12NPAL;;;;
1174;GUARAH GUARANA ANTARCTICA PET 500ML CX12NPAL;;;;
1176;H2OH LIMAO/MACA C/GAS PET 1,5L CAIXA C/6;;;;
1177;ZENDA L N 355 6PACK BASK;;;;
1180;CONC.NAT.S.UVA BR KIT;;;;
1200;ROLHA MET AGUA TONICA SAPU/CUR CX10,7MIL;;;;
1201;ROLHA MET AGUA TONICA MU/CUIAB CX10,7MIL;;;;
1202;ROLHA MET AGUA TONICA NR/CONTA CX10,7MIL;;;;
1203;ROLHA MET AGUA TONICA JUND/NOR CX10,7MIL;;;;
1204;ROLHA MET SODA LIMONADA JUND/MU CX10,7MIL;;;;
1205;ROLHA MET SODA LIMONADA AQUI/TER CX10,7MIL;;;;
1206;ROLHA MET SODA LIMONADA CEB/CUIA CX10,7MIL;;;;
