CODIGO;PRODUTO;PALLET;LASTRO;CAIXAS;UNIDADES
33152;QUERO KETCHUP SACHE 7G CX C/144;;;;
33153;QUERO MAIONESE SACHE 7G CX C/144;;;;
33155;HOCUS POCUS AURA LONG NECK VD 355ML CX C12;;;;
33157;HOCUS POCUS ALMA LONG NECK VD 355ML CX C12;;;;
33159;HOCUS POCUS ORANGE SUNSHINE LATA XSLEEK 350 ML CX C8;;;;
33161;HOCUS POCUS ALMA LATA XSLEEK 350 ML CX C8;;;;
33163;HOCUS POCUS AURA LATA XSLEEK 350 ML CX C8;;;;
33164;HOCUS POCUS CHOPP AURA BARRIL KEG 30L NPAL;;;;
33165;HOCUS POCUS CHOPP ALMA BARRIL KEG 30L NPAL;;;;
33167;PEPSI BLACK PET 600ML SH C/12 NPAL;;;;
33168;CONC COMPONENTE CP 2013.FE1689 KIT;;;;
33171;HEINZ TEMPERO BATATA FRITA FRASCO VD 70G CX12;;;;
33173;MAGUARY SUCO UVA TINTO SELECAO GARRAFA PET 1350ML C6;;;;
33177;ROLHA MET ST ARTOIS 0,19 TO FREE CX10,0MIL;;;;
33178;ROT NECK POLAR 1L NIV 24 CX176MIL;;;;
33203;ROT FRONT POLAR 1L NIV 24 CX27MIL;;;;
33205;ROT FRONT POLAR 600 NIV 24 CX48MIL;;;;
33206;CANELINHA DA ROCHA C AL CAN GENGIBRE GARRAFA PET 275ML C12;;;;
33207;ROT FRONT POLAR 300 NIV 24 CX60MIL;;;;
33208;ROT NECK POLAR 600 NIV 24 CX179MIL;;;;
33210;ROT NECK POLAR 600 NIV 24 CX176MIL;;;;
33212;SKOL BEATS SENSES PET 1 L SH C/06;;;;
33213;DANTE ROBINO LEGADO BLEND DE BLANCAS GARRAFA VD 750ML CX C6;;;;
33214;DANTE ROBINO BONARDA GARRAFA VD 750ML CX C6;;;;
33215;DANTE ROBINO LEGADO BONARDA GARRAFA VD 750ML CX C6;;;;
33216;DANTE ROBINO LEGADO MALBEC GARRAFA VD 750ML CX C6;;;;
33217;DANTE ROBINO WHITE BLEND GARRAFA VD 750ML CX C6;;;;
33218;DANTE ROBINO LEGADO CABERNET SAUVIGNON GARRAFA VD 750ML CX C;;;;
33219;NOVECENTO VINHO ARG BLEND DE BLANC GARRAFA VD 750 ML CX C6;;;;
33220;GRAN DANTE NATURE GFA VD 750ML CX C3;;;;
33222;SPATEN N BARRIL 5L CX C/2 NPAL;;;;
33223;SPATEN N BIB 6L NPAL;;;;
33224;SPATEN N BIB 12L;;;;
33226;BUDWEISER LT 473ML SH C/12 NPAL EXP UR;;;;
33231;CORONA CERO N LONG NECK 330ML SIX-PACK BASKET CX C/4 EXPORT;;;;
33233;INDAIA AGUA MINERAL C/GAS LATA DE ALUMINIO 269ML CX12;;;;
33235;INDAIA AGUA MINERAL S/GAS LATA DE ALUMINIO 269ML CX12;;;;
33236;PUREZA VITAL AGUA MIN. S GAS GALAO 6,3 L;;;;
33238;MINALBA AGUA MINERAL S/GAS LATA DE ALUMINIO 269ML CX12;;;;
33239;PIRAQUE RECH MORANGO PCT 160G CX C/30;;;;
33240;PIRAQUE RECH BRIGADEIRO PCT 160G CX C/30;;;;
33242;HOCUS POCUS ALMA TER LONG NECK VDR 355ML C6;;;;
33243;BLACK & WHITE ORANGE GARRAFA VIDRO 700ML;;;;
33245;COAMO MARGARINA C SAL POTE PLAST 500G CX C12;;;;
33247;COAMO MARGARINA PREMIUM C SAL POTE PLAST 500G CX C12;;;;
33249;DUALIS MARGARINA COM SAL POTE PLAST 500G CX C12;;;;
33250;PIRAQUE RECH CHOCOLATE PCT 160G CX C/30;;;;
33251;PIRAQUE RECH PRETTY PCT 160G CX C/30;;;;
33252;PIRAQUE RECH LIMAO PCT 160G CX C/30;;;;
33254;BREEDOM IPA ONE WAY 600ML CX 12;;;;
33256;BREEDOM LAGER ONE WAY 600ML CX 12;;;;
33258;BREEDOM SESSION IPA ONE WAY 600ML CX 12;;;;
33260;GOYA AGUA MINERAL C GAS GFA PET 1500ML CX 6;;;;
33262;BREEDOM WITBIER ONE WAY 600ML CX 12;;;;
33264;MIKES HARD LEMONADE N LT 269ML SH C/12 NP EXP COLOMBIA;;;;
33266;MIKES HARD LEMONADE N LT 269ML SH C12 NP EXPORTACAO PARAGUAI;;;;
33268;MIKES HARD LEMONADE N LT 269ML SH C12 NP EXP CL E BO;;;;
33270;CERVEGELA PLASTICA SPATEN 1 UN P/ GF 600ML CX2;;;;
33271;CACHACA 51 PIRASSUNUNGA GFA VD 965ML RETOR;;;;
33272;ROLHA MET COR OLIMP PO 0,19 CX10,0MIL;;;;
33273;ROLHA MET COR CERO OL PO 0,19 CX10,0MIL;;;;
33292;COAMO CAFE EXTRAFORTE ALMOFADA PCT 500G CX C/10;;;;
33295;RED BULL WINTER CEREJA E FRUTAS SILV LATA 250ML FOUR PACK NP;;;;
33296;RED BULL WINTER CEREJA E FRUTAS SILV LATA 250ML FOUR PACK BA;;;;
33298;RED BULL SUMMER FIGO E MACA LATA 250ML CX C 24 NPAL;;;;
33301;ROT BOPP FR COLORADO RIB 600 NIV24 390H CX11MIL;;;;
33302;ROT FRONT PATRICIA DUAL 990 CX11MIL;;;;
33303;ROT BOPP FR COLORADO RIB 600 NIV24 240H CX11MIL;;;;
33304;ROT BOPP FR COLORADO RIB 600 NIV24 290AH CX11MIL;;;;
33305;ROT BACK PATRICIA DUAL 990 CX84MIL;;;;
33306;ROT BOPP FR COLORADO RIB 355 NIV24 390H CX11,5MIL;;;;
33307;ROT BOPP NK COLORADO RIB 355 NIV24 290AH CX11,5MIL;;;;
33308;ROT BOPP NK COLORADO RIB 600 NIV24 390H CX32,8MIL;;;;
33309;ROT BOPP NK COLORADO RIB 600 NIV24 240H CX32,8MIL;;;;
33310;ROT NECK PATRICIA DUAL 990 CX110MIL;;;;
33311;CHOPP BREEDOM LAGER BARRIL KEG 30L NPAL;;;;
33313;CHOPP BREEDOM SESSION IPA BARRIL KEG 30L NPAL;;;;
33314;CHOPP BREEDOM IPA BARRIL KEG 30L NPAL;;;;
33316;VITARELLA NIKITO REC CHOCOLATE PCT 120G CX/36;;;;
33318;VITARELLA NIKITO REC CHOC C MORANGO PCT 120G CX/36;;;;
33320;VITARELLA NIKITO REC MORANGO PCT 120G CX/36;;;;
33324;ORIGINAL LT 269ML SH C 15 MULTPACK;;;;
33325;ROT NK C APPIA 600 NV24 290AH CX32,8MIL;;;;
33326;ROT NK C APPIA 600 NIV24 390H CX32,8MIL;;;;
33327;ROT NK C APPIA 600 NV24 240H CX32,8MIL;;;;
33328;ROT FR COLOR RIB 355 NV24 240H CX11,5MIL;;;;
33329;ROT FR COLOR RIB 355 NV24 390H CX11,5MIL;;;;
33330;ROT BK COLOR RIB 355 NV24 390H CX16,8MIL;;;;
33331;ROT BK COLOR RIB 355NV24 290AH CX16,8MIL;;;;
33332;ROT BK COLOR RIB 355NV24 240AH CX16,8MIL;;;;
33333;ROT NK COLOR RIB 355 NV24 390H CX71,7MIL;;;;
33334;ROT FR C RIB 355 NIV24 290AH CX11,5MIL;;;;
33335;ROT FR C APPIA 600 NIV24 240H CX7,4MIL;;;;
33336;ROT FR C APPIA 600 NV24 290AH CX7,4MIL;;;;
33337;ROT FR C APPIA 600 NIV24 390H CX7,4MIL;;;;
33338;ROT NK COLOR RIB 355 NV24 240H CX71,1MIL;;;;
33339;CONC COMPONENTE AR01.14.FE1656 KIT;;;;
33340;CONC COMPONENTE AR10.06.FE1611 KIT;;;;
33341;CONC COMP L SUK LAR P C FE1611 KIT;;;;
33342;CONC COMP BR140.01.FE1611 KIT;;;;
33343;CONC COMP L SUK LAR P A FE1611 KIT;;;;
33344;CONC COMPONENTE KR30.10.FE1656 KIT;;;;
33345;CONC COMPONENTE CS90.03.SENSES KIT;;;;
33347;MINALBA AGUA MINERAL C/GAS LATA DE ALUMINIO 269ML CX12;;;;
33348;CONC COMPONENTE KR30.15.FE1611 KIT;;;;
33349;CONC COMP LIQ BEATS P C SENSES KIT;;;;
33350;CONC COMPONENTE XR70.03.SENSES KIT;;;;
33351;CONC COMPONENTE XR70.04.FE1611 KIT;;;;
33352;CONC COMP EDTA20.09.FE1611 KIT;;;;
33353;CONC COMP L SUK UVA P A FE1656 KIT;;;;
33354;CONC COMP  SC20.04.FE1611 KIT;;;;
33355;CONC COMP AM 50.01.SENSES KIT;;;;
33356;CONC COMPONENTE XR01.08.FE1656 KIT;;;;
33357;CONC COMP BR140.06.SENSES KIT;;;;
33358;CONC COMPONENTE KR30.11.SENSES KIT;;;;
33359;CONC COMP INNOCOLOR.FE1656 KIT;;;;
33360;CONC COMPONENTE SC20.12.FE1656 KIT;;;;
33361;CONC COMP L SUK UVA P C FE1656 KIT;;;;
33362;CONC COMP  EDTA20.10.FE1656 KIT;;;;
33363;CONC COMP DR40.01.FE1401 KIT;;;;
33364;ROT BOPP FR COLORADO KUYA 600 NIV24-390H CX7,4MIL;;;;
33365;ROT BOPP FR COLORADO KUYA 600 NIV24-290H CX7,4MIL;;;;
33366;ROT BOPP FR COLORADO KUYA 600 NIV24-240H CX7,4MIL;;;;
33367;ROT BOPP NK C DEMOISELLE 600 NIV24-290AH CX32,8MIL;;;;
33368;ROT BOPP NK COLORADO KUYA 600 NIV24-390H CX32,8MIL;;;;
33369;ROT BOPP NK C DEMOISELLE 600 NIV24-390H CX32,8MIL;;;;
33370;ROT BOPP NK C DEMOISELLE 600 NIV24-240H CX32,8MIL;;;;
33371;ROT BOPP NK COLORADO KUYA 600NIV24-290AH CX32,8MIL;;;;
33372;ROT BOPP FR C DEMOISELLE 600 NIV24-390H CX7,4MIL;;;;
33373;ROT BOPP FR C DEMOISELLE 600 NIV24-240H CX7,4MIL;;;;
33374;ROT BOPP FR C DEMOISELLE 600 NIV24-290AH CX7,4MIL;;;;
33399;MICHELOB ULTRA N LT 269ML CX CARTAO C8 NP EXPORTACAO PARAGUAI;;;;
33400;ROT FRONT PATRICIA 960 UY NV 024 CX18MIL;;;;
33402;PIRAQUE CREAM CRACKER PCT 184G CX 48;;;;
33404;YPE DESINFETANTE BAK LAVANDA FRASCO PLAST 5 L C4;;;;
33405;ALECRIM VINHO BRANCO PORTUGAL GFA VD 750 ML;;;;
33406;ROT BACK PATRICIA 960 UY NIV 024 CX84MIL;;;;
33407;ROT NECK PATRICIA 960 UY NV 024 CX110MIL;;;;
33408;ROLHA MET COR CERO SUN 0,19 PO CX10,0MIL;;;;
33409;51 ICE ACAI GFA VDR 275 ML;;;;
33412;TORCIDA SALG DE TRIGO BACON PCT 60G CX C/24;;;;
33414;VITARELLA NIKITO REC CHOCOLATE PCT 51,6G CX 40;;;;
33417;TERMOPOT COPO DESCARTAVEL CR PCT PL 150ML C/100 CX/25;;;;
33419;TERMOPOT COPO DESCARTAVEL BR PCT PL 180ML C/100 CX/25;;;;
33421;TERMOPOT COPO DESCARTAVEL CR PCT PL 80ML C/100 CX/25;;;;
33423;VIENA AGUA MINERAL S GAS COPO PLAST. 200ML CX48;;;;
33424;TORCIDA SALG TRIGO CAMARAO PIMENTA PCT 60G CX C/24;;;;
33426;TORCIDA SALG DE TRIGO QUEIJO PCT 60G CX C/24;;;;
33428;TORCIDA SALG DE TRIGO CHURRASCO PCT 60G CX C/24;;;;
33430;TORCIDA SALG DE TRIGO CEBOLA PCT 60G CX C/24;;;;
33432;TORCIDA SALG DE TRIGO PIMENTA MEXICANA PCT 60G CX C/24;;;;
33434;TORCIDA SALG TRIGO COSTELINHA C LIMAO PCT 60G CX C/24;;;;
33436;TORCIDA SALG DE TRIGO PAO DE ALHO PCT 60G CX C/24;;;;
33438;TORCIDA SALG DE TRIGO VINAGRETE PCT 60G CX C/24;;;;
33470;VIENA AGUA MINERAL S GAS GFA PET 5L;;;;
33474;ROLHA STELLA TO 0,21 SVELLOX CX10,0MIL;;;;
33475;ROLHA SK BEATS CAIPI TO 0,19 2024 CX10,0MIL;;;;
33476;ROLHA BC QR CODE PO 0,21 INTEL CX10,0MIL;;;;
33477;ROT FRONT HUARI 300 BOL NIV 024 CX20MIL;;;;
33478;ROT FRONT HUARI 620 BOL NIV 024 CX32MIL;;;;
33480;AGUA POTAVEL AMA LT 473ML SH C/12 NPAL;;;;
33481;ROT FRONT PILSEN COPA AMER 960 UY CX18MIL;;;;
33482;ROT BACK PILSEN COPA AMER 960 UY CX60MIL;;;;
33483;GARRAFA CORONA SB OW 330ML OL 24 SGOB;;;;
33484;GARRAFA CORONA SB 330ML ARG OL 24 SGOB;;;;
33485;GARRAFA CORONA SB 330ML EXP OL 24 SGOB;;;;
33486;HEINZ KETCHUP SACHE 7G CX C/144;;;;
33487;HEINZ MAIONESE SACHE 7G CX C/144;;;;
33488;HEINZ MOSTARDA SACHE 5G CX C/144;;;;
33490;CROQUES PELE SUINA FRITA PURURUCA PCT 40G CX C/20;;;;
33491;ARROZ BRILHANTE T1 PCT PLAST 5KG;;;;
33522;BUDWEISER SUPREME LN 330ML CX C/12 REPACK;;;;
33528;ROT NECK PILSEN COPA AMER 960 UY CX104MIL;;;;
33529;ROT FR ORIGINAL 600 NIV 024 CX24MIL;;;;
33530;ROT NECK BRAHMA SUB ZERO 940 PY CX 70MIL;;;;
33531;ROT FRONT PILSEN COPA AMER 340 UY CX40MIL MERCADO;;;;
33532;ROT BOPP BACK MICHELOB 330 CHILE CX48MIL;;;;
33533;ROT BACK PILSEN COPA AMER 340 UY CX98MIL;;;;
33534;ROT NECK PILSEN COPA AMER 340 UY CX98MIL;;;;
33535;ROT FRONT BRAHMA SUB ZERO 940 PY CX18MIL;;;;
33536;ROT BOPP FRONT MICHELOB 330 CHILE CX25MIL;;;;
33537;LATA MET. SKOL 269ML;;;;
33538;LATA MET. ANTARCTICA 269ML;;;;
33539;LATA MET. BRAHMA 269ML;;;;
33540;ROLHA MET SK BEATS SENSES 2024 CX10,0MIL;;;;
33541;ROLHA SKOL BEATS GT TO 0,19 2024 CX10,0MIL;;;;
33557;CACHACA 51 RAIZ GARRAFA VD 600ML;;;;
33559;ROT B NK HOEG 330 RV02 CX80MIL;;;;
33560;ROT FR BUD 600 NIV 024 CX27MIL;;;;
33561;ROT B FR HOEG 330 RV02 CX24MIL;;;;
33562;ROT FR BUD 990 NIV 024 CX24MIL;;;;
33563;ROT NK BUD 600 NIV 024 CX336MIL;;;;
33564;ROT B BK HOEG 330 RV02 CX28MIL;;;;
33565;ROT NK BUD 990 NIV 024 CX208MIL;;;;
33566;LATA MET. CORONA 269ML;;;;
33567;LATA MET. SKOL MP 269ML;;;;
33568;LATA MET. BUDWEISER 269ML;;;;
33569;LATA MET. ORIGINAL 269ML;;;;
33570;LATA MET. STELLA 269ML;;;;
33571;LATA MET. BRAHMA DM 269ML;;;;
33572;LATA MET. SUBZERO 269ML;;;;
33573;LATA MET. SPATEN 269ML;;;;
33574;GARRAFA DEC COR RGB 330ML VR;;;;
33576;ANTARCTICA SUBZERO LT 473ML SH C12 NP EXPORTACAO URUGUAI;;;;
33585;TERMOPOT COPO DESCARTAVEL BR PCT PL 200ML C/100 CX/25;;;;
33588;SAPUPARA OURO GFA VD 960ML;;;;
33590;JOHNNIE WALKER BLONDE GARRAFA PLAST. 50ML PC C12;;;;
33592;TANQUERAY GIN LONDON DRY GARRAFA PLAST. 50ML PC C12;;;;
33593;TANQUERAY GIN LONDON DRY LT 269 ML PACK C6 LEVE 6 PAGUE 5;;;;
33595;TANQUERAY GIN TONIC LONDON DRY LT 269 ML PACK C6 LEVE 6 PAGUE 5   ;;;;
33597;PEPSI BLACK LT 269ML SH C15 NPAL;;;;
33611;GUARANA CHP ANTARCTICA ONE WAY 300 ML CX C/23;;;;
33613;GUARANA ANTARCTICA ZERO ONE WAY 300 ML CX C/23;;;;
33614;ROT BACK SPATEN 600 NIV 024 CX60MIL;;;;
33615;ROT FRONT SPATEN 600 NIV 024 CX27MIL;;;;
33616;GARRAFA CORONA SB 330ML NF SGOB;;;;
33617;GARRAFA CORONA SB 330ML NIV24 SGOB;;;;
33618;GARRAFA CORONA SB 330ML EXP NIV24 SGOB;;;;
33619;CANJICA DE MILHO CEBRASA GRANEL;;;;
33621;GATORADE ENERGY UVA LT SLEEK 350ML SH C 12;;;;
33623;GATORADE ENERGY GUARANA LT SLEEK 350ML SH C 12;;;;
33625;GATORADE ENERGY FRUTAS VERMELHAS LT SLEEK 350ML SH C 12;;;;
33627;GATORADE ENERGY LARANJA LT SLEEK 350ML SH C 12;;;;
33629;TANQUERAY GIN RANGPUR GARRAFA PLAST. 50ML PC C12;;;;
33631;TANQUERAY GIN FLOR DE SEVILLA GARRAFA PLAST. 50ML CX C120;;;;
33633;YPIOCA AGUARDENTE LT PRATA 350ML SH C12;;;;
33635;ROLHA BC QR CODE PO 0,21 BRL CX10,0MIL;;;;
33636;TERMOPOT COPO PL DESC. BR 50ML SC C/100;;;;
33641;BALLANTINES 10 YEARS GARRAFA VIDRO 1 L;;;;
33642;VIDEIRA DA SERRA COQ. ALC. GARRAFA PET 900ML;;;;
33643;YPE TIXAN LAVA ROUPAS PO MACIEZ CAIXA PAPEL CARTAO 800G;;;;
33644;YPE TIXAN LAVA ROUPAS PO MACIEZ CX PAPEL CART 1,6KG;;;;
33645;51 ICE ACAI GARRAFA VD 275ML SHRINK C6;;;;
33647;JOHNNIE WALKER RED LABEL GARRAFA PLAST. 50ML PC C12;;;;
33649;GUARANA ANTARCTICA ZERO LATA 350ML SHRINK C/06 MULTPACK;;;;
33651;AGUA AMA + SAIS S/GAS LT SLEEK 350ML SH C 12;;;;
33653;AGUA AMA + SAIS C/GAS LT SLEEK 350ML SH C 12;;;;
33655;SMIRNOFF ICE LT 269 ML PACK C6 LEVE 6 PAGUE 5;;;;
33656;BALLANTINES 10 YEARS GFA VD 750 ML;;;;
33658;SKOL BEATS GT LT 473ML SH C/12 NPAL;;;;
33667;ROT FRONT GUARANA 300ML CX60MIL;;;;
33669;MALTE TORRADO TRADICIONAL GRANEL;;;;
33670;ROT NECK SKOL GT IN211 V04 CX72MIL;;;;
33671;ROLHA MET SEM LOGO TO 0,19 CX10,0MIL;;;;
33676;CROQUES BATATA CHIPS PICANHA C BARBECUE PCT 200 G CX C8;;;;
33680;CROQUES BATATA PALHA TRADIC. PCT 80GR CX C60;;;;
33683;CROQUES BATATA PALHA TRADIC. PCT 100 G CX C55;;;;
33684;CROQUES BATATA PALHA TRADIC. PCT 100 G CX C48;;;;
33688;CROQUES BATATA CHIPS LISA CREME CEBOLA PCT 200G CX C8;;;;
33690;CROQUES BATATA CHIPS COST C/ LIMAO PCT 200G CX C8;;;;
33692;CROQUES BATATA CHIPS LISA NATURAL PCT 200G CX C8;;;;
33694;CROQUES BATATA CHIPS FRANGO GRELHADO PCT 200G CX C8;;;;
33696;CROQUES BATATA PALHA LIGHT PCT 100 G CX C48;;;;
33698;CROQUES BATATA PALHA EXTRAFINA PCT 100 G CX C48;;;;
33700;CROQUES BATATA PALHA TEMPERADA PCT 100 G CX C48;;;;
33702;CROQUES BATATA PALHA EXTRAFINA LIGHT PCT 100 G CX C48;;;;
33704;CROQUES BATATA CHIPS PICANHA C BARBECUE PACOTE 45G CX C20;;;;
33706;CROQUES BATATA CHIPS ONION CREAM PACOTE 45G CX C20;;;;
33708;CROQUES BATATA CHIPS FRANGO GRELHADO PACOTE 45G CX C20;;;;
33710;CROQUES BATATA CHIPS LISA NATURAL PACOTE 45G CX C20;;;;
33712;CROQUES BAT CHIPS LISA LEMON SPARE RIBS PACOTE 45G CX C20;;;;
33715;CROQUES BATATA SUPER ONDA REQUEIJAO PCT 76G CX C14;;;;
33717;CROQUES BATATA SUPER ONDA BUFFALO WINGS PCT 76G CX C14;;;;
33718;ROT NECK STELLA PURE GOLD CHI CX48MIL;;;;
33720;CROQUES BATATA SUPER ONDA PAO ALHO PCT 76G CX C14;;;;
33722;CROQUES BATATA PALHA TRADIC. PCT 140 G CX C40;;;;
33724;CROQUES BATATA PALHA TRADIC. PCT 300 G CX C22;;;;
33726;CROQUES BATATA PALHA EXTRAFINA PCT 300 G CX C22;;;;
33731;CROQUES BATATA PALHA TRADIC. PCT 500G CX 14;;;;
33732;ROT NECK SKOL CAIPI 269 IN211 CX72MIL;;;;
33734;BEATS RED MIX LT 269ML SH C/8;;;;
33737;BEATS RED MIX LONG NECK 269ML SIX-PACK SH C/4;;;;
33738;BEATS RED MIX LONG NECK 269ML SIX-PACK SH C/2;;;;
33756;JOHNNIE WALKER ULTIMATE 18 ANOS GARRAFA VIDRO 750ML;;;;
33760;ROT FRONT BRAHMA 300 VALE PT REV02 CX60MIL;;;;
33762;GUARAVITA MATE C LIMAO GFA PET 1,5L SH C6;;;;
33764;GUARAVITA MATTE NATURAL GFA PET 1,5L SH C6;;;;
33766;ROLHA MET SPATEN TO 0,19 ART NV 2024 CX10,0MIL;;;;
33771;ROLHA MET BUD 0,19 ARTE NOVA CX10,0MIL;;;;
33772;SKOL BEATS SENSES LT 269ML CX C/8 FRIDGE PACK REPACK;;;;
33774;BUDWEISER SUPREME LT SLEEK 350ML SH C 12 TOMORROWLAND 2024;;;;
33775;ROT NECK BEATS 269 RED MIX CX72MIL;;;;
33778;MICHELOB ULTRA N OW 330ML SIX PACK SH C/4 EXPORTACAO PARAGUAI;;;;
33795;TIAL SUCO PRONTO 100 UVA E PERA TETRA PAK 1 L CX C/12;;;;
33798;SPATEN N LONG NECK 330ML SP SH C/4 EXPORTACAO URUGUAI;;;;
33800;BUDWEISER SUPREME LT 269ML SH C/15 TOMORROWLAND 2024;;;;
33802;TIAL SUCO PRONTO 100 UVA E PERA TETRA PAK 330ML CX C/12;;;;
33804;TIAL SUCO 100 LARANJA PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33806;TIAL SUCO 100 UVA PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33808;TIAL SUCO 100 PESSEGO PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33810;PEPSI BLACK ONE WAY 300 ML CX C/23;;;;
33814;TIAL SUCO PRONTO 100 MORANGO PERA TETRA PAK 330ML CX C/12;;;;
33816;ORIGINAL LT 473ML SH C12 NP MULTPACK;;;;
33818;ORIGINAL LATA 350ML SHRINK C/12 MULTPACK;;;;
33820;BRAHMA CHOPP LATA 350ML SH C/12 NPAL MULTIPACK .;;;;
33822;TIAL SUCO 100 MORANGO PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33823;NOVECENTO VINHO ARG MALBEC GARRAFA VIDRO 750ML;;;;
33824;NOVECENTO VINHO ARG CABERNET SAUVIGNON GARRAFA VIDRO 750ML;;;;
33826;BEATS RED MIX LT 473ML SH C12 NP;;;;
33827;NOVECENTO ESPUMANTE ARGENTINO BRUT GARRAFA VIDRO 750ML;;;;
33828;NOVECENTO ESPUMANTE ARGENTINO DULCE GARRAFA VIDRO 750ML;;;;
33829;DANTE ROBINO MALBEC GARRAFA VIDRO 750ML;;;;
33830;DANTE ROBINO CABERNET SAUVIGNON GARRAFA VIDRO 750ML;;;;
33831;DANTE ROBINO EXTRA BRUT GARRAFA VIDRO 750ML;;;;
33832;GRAN DANTE MALBEC GARRAFA VIDRO 750ML;;;;
33833;GRAN DANTE BONARDA GARRAFA VIDRO 750ML;;;;
33834;GRAN DANTE NATURE GARRAFA VIDRO 750ML;;;;
33836;BEATS RED MIX PET 1 L SH C/06;;;;
33837;LATA MET ANTARCTICA ORIGINAL 473 ML;;;;
33838;LATA MET ANTARCTICA ORIGINAL 269ML;;;;
33839;LATA MET ANTARCTICA ORIGINAL 350 ML;;;;
33840;TAMPA MET BRANCA AN AZUL EXP CX600UN;;;;
33841;ROLHA MET BEATS RED MIX TO 0,19 CX10,0MIL;;;;
33842;ROT BACK STELLA ARTOIS 660 CHILE 024 CX50MIL;;;;
33843;ROT FRONT PEPSI BLACK 300 CX60MIL;;;;
33844;ROT FRONT PACENA 710 2024 CX18MIL;;;;
33845;ROT NECK PACENA 710 2024 CX96MIL;;;;
33846;ROT FRONT PACENA 620 2024 CX32MIL;;;;
33847;YPE TIXAN LAVA ROUPAS LIQ MACIEZ FRASCO PLAST 1 L;;;;
33851;METROPOLITANO RED BLEND GARRAFA VIDRO 750ML;;;;
33852;METROPOLITANO CARMENERE GARRAFA VIDRO 750ML;;;;
33853;METROPOLITANO CABERNET SAUVIGNON GARRAFA VIDRO 750ML;;;;
33854;YPE TIXAN LAVA ROUPAS LIQ PRIMAVERA FRASCO PLAST 1L;;;;
33855;PIRACANJUBA DOCE DE LEITE ZERO LACTOSE POTE PLAST. 350G CX C12;;;;
33856;ROLHA MET BC T4 PO 0,19 CX10,0MIL;;;;
33857;STELLA ARTOIS PURE GOLD 600ML;;;;
33859;EMANA NO FOCO PROT ZERO LACT CAFE TETRAPAK 250ML CX C/12;;;;
33861;EMANA PROT ZERO LACT FRUTAS VERM TETRAPAK 250ML CX C/12;;;;
33863;EMANA PROT ZERO LACTOSE BAUNILHA TETRAPAK 250ML CX C/12;;;;
33864;METROPOLITANO CHARDONNAY GARRAFA VIDRO 750ML;;;;
33866;TIAL NECTAR MISTO UVA E PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33868;TIAL NECTAR MISTO PES E PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33870;TIAL NECTAR MISTO MANGA E PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33872;TIAL NECTAR MISTO LARANJA E PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33874;TIAL NECTAR MISTO GOIABA E PERA KIDS TETRA PAK 200 ML CX C/24;;;;
33876;TIAL NECTAR MISTO MORANGO PERA TETRA PAK 1 L CX C/12;;;;
33878;TIAL NECTAR MISTO UVA E PERA TETRA PAK 1 L CX C/12;;;;
33880;TIAL NECTAR MISTO MORANGO PERA TETRA PAK 330ML CX C/12;;;;
33882;TIAL NECTAR MISTO UVA E PERA TETRA PAK 330ML CX C/12;;;;
33885;EMANA PROT ZERO LACTOSE CACAU TETRAPAK 250ML CX C/12;;;;
33888;FOYE RESERVA CHARDONNAY GFA VD 750 ML;;;;
33890;PIRACANJUBA LEITE UHT DESN ZERO LACT TETRA PAK 1 L CX C/12;;;;
33895;CROCANTISSIMO CHURRASCO PACOTE PLASTICO 40G CX63;;;;
33897;CROCANTISSIMO SALAME LIMAO PACOTE PLASTICO 40G CX63;;;;
33899;CROCANTISSIMO PEITO PERU C REQUEIJAO PACOTE PLASTICO 40G CX63;;;;
33901;CROCANTISSIMO QUEIJO E CEBOLA PACOTE PLASTICO 40G CX63;;;;
33903;TIAL SUCO PRONTO 100 MORANGO PERA TETRA PAK 1 L CX C/12;;;;
33904;PIRACANJUBA QUEIJO PARMESAO RALADO PCT PLAST 50 G;;;;
33909;TAKIS ORIGINAL HOT CHILLI PCT PL 56G CX C48;;;;
33914;TAKIS XPLOSION PCT PL 56G CX C48;;;;
33916;TAKIS FUEGO PCT PL 56G CX C48;;;;
33919;ANA MARIA BAUNILHA C RECH BAUNILHA PCT 35G DISPLAY C16;;;;
33921;ANA MARIA B GOT CHOC RECH CHOC PCT 70G CX C60;;;;
33923;TAKIS ORIGINAL HOT CHILLI PCT PL 90G CX C35;;;;
33925;TAKIS XPLOSION PCT PL 90G CX C35;;;;
33927;TAKIS FUEGO PCT PL 90G CX C35;;;;
33929;ANA MARIA BAUNILHA C RECH BAUNILHA PCT 70G CX C60;;;;
33931;ANA MARIA BAUN C RECH CHOC PCT 70G CX C60;;;;
33933;TONICA ANTARCTICA INTENSE LT SLEEK 350ML SH C 12;;;;
33934;CONC.COMP.AR01.15.FE1631EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
33935;CONC.COMP.SC20.12.FE1631EUA KIT MERCADO EXTERNO OUTROS PAISE;;;;
